language,split,example_id,original_xcomet,retranslated_xcomet,keep_higher_xcomet,improved,kept_original,bottom20_rank
eng_Latn-hau_Latn,dev,230,0.346505701541901,0.576587438583374,0.576587438583374,1,0,128
eng_Latn-hau_Latn,dev,842,0.346578747034073,0.350816458463669,0.350816458463669,1,0,129
eng_Latn-hau_Latn,dev,896,0.34659081697464,0.221544295549393,0.34659081697464,0,1,130
eng_Latn-hau_Latn,dev,958,0.347128719091415,0.482513427734375,0.482513427734375,1,0,131
eng_Latn-hau_Latn,dev,903,0.347702980041504,0.486566424369812,0.486566424369812,1,0,132
eng_Latn-hau_Latn,dev,141,0.34811532497406,0.4025017619133,0.4025017619133,1,0,133
eng_Latn-hau_Latn,dev,537,0.34897193312645,0.539375960826874,0.539375960826874,1,0,134
eng_Latn-hau_Latn,dev,479,0.349401891231537,0.617725193500519,0.617725193500519,1,0,135
eng_Latn-hau_Latn,dev,115,0.351643562316895,0.456744909286499,0.456744909286499,1,0,136
eng_Latn-hau_Latn,dev,85,0.351938098669052,0.407584697008133,0.407584697008133,1,0,137
eng_Latn-hau_Latn,dev,549,0.355211734771729,0.741305708885193,0.741305708885193,1,0,138
eng_Latn-hau_Latn,dev,88,0.35542967915535,0.657687664031982,0.657687664031982,1,0,139
eng_Latn-hau_Latn,dev,902,0.355623096227646,0.43762418627739,0.43762418627739,1,0,140
eng_Latn-hau_Latn,dev,945,0.356147736310959,0.739813446998596,0.739813446998596,1,0,141
eng_Latn-hau_Latn,dev,199,0.360023230314255,0.750915110111237,0.750915110111237,1,0,142
eng_Latn-hau_Latn,dev,574,0.360242307186127,0.471683710813522,0.471683710813522,1,0,143
eng_Latn-hau_Latn,dev,892,0.360944181680679,0.81312507390976,0.81312507390976,1,0,144
eng_Latn-hau_Latn,dev,807,0.361024022102356,0.440090626478195,0.440090626478195,1,0,145
eng_Latn-hau_Latn,dev,287,0.361350119113922,0.376817882061005,0.376817882061005,1,0,146
eng_Latn-hau_Latn,dev,540,0.361424893140793,0.775144696235657,0.775144696235657,1,0,147
eng_Latn-hau_Latn,dev,393,0.361470878124237,0.589947462081909,0.589947462081909,1,0,148
eng_Latn-hau_Latn,dev,904,0.361607313156128,0.573277711868286,0.573277711868286,1,0,149
eng_Latn-hau_Latn,dev,698,0.362438052892685,0.526325225830078,0.526325225830078,1,0,150
eng_Latn-hau_Latn,dev,134,0.362945258617401,0.367373585700989,0.367373585700989,1,0,151
eng_Latn-hau_Latn,dev,106,0.364096313714981,0.829833507537842,0.829833507537842,1,0,152
eng_Latn-hau_Latn,dev,497,0.365158379077911,0.689417541027069,0.689417541027069,1,0,153
eng_Latn-hau_Latn,dev,735,0.366762846708298,0.371798783540726,0.371798783540726,1,0,154
eng_Latn-hau_Latn,dev,621,0.368213832378387,0.891262352466583,0.891262352466583,1,0,155
eng_Latn-hau_Latn,dev,791,0.368360817432404,0.685391247272491,0.685391247272491,1,0,156
eng_Latn-hau_Latn,dev,577,0.371739387512207,0.548196911811829,0.548196911811829,1,0,157
eng_Latn-hau_Latn,dev,242,0.374137103557587,0.467777341604233,0.467777341604233,1,0,158
