method,n_settings,avg_demo_xcomet_x100,avg_error_penalty,major_or_critical_demo_percent,avg_original_rank,topk_overlap_percent,source_semantic_diversity,delta_comet22_x100
retriever_topk,45,60.50861125013745,1.735374042982534,75.76663372859025,4.5,100.0,0.5041055018531009,0.0
error_filter,45,68.06318104517437,1.3495100950320684,72.64410408432147,5.824085968379447,77.1681488801054,0.5094882018370184,0.01009310668759837
quality_rerank,45,62.057135478797086,1.6543379049752136,75.34914361001319,4.595388669301713,95.83086297760211,0.5043699701427964,0.043013037970349915
error_rerank,45,67.65681003172116,1.3532513046662058,68.58174132630654,5.271546991655687,83.56664470794907,0.5054762260887972,0.15485184818142872
quality_only,45,88.99994567191236,0.30937198533225246,29.74143610013175,25.165447957839262,16.935935441370223,0.5308732073930414,-0.8474773388054659
low_quality,45,30.15349423419561,3.2657065682199717,84.53969038208169,25.94076086956521,14.853425559947297,0.5329757241615994,-2.352091614552464
random,45,59.655412926353335,1.792400596454356,76.70207509881422,25.485795454545457,15.847332015810267,0.5372410068825185,-1.5936125514795407
